step_id,latency_ms,queue_time,attempt,parallel_group_id,workflow,tenant,version,risk,sla_ms,critical_path_ms,started_at,sla_breach_risk
step_5383,1625,767,1,18,designer_collection,TrendyRetail,v2.0,ok,14037,7166,2025-10-04 03:50:43,0
step_5384,901,377,0,0,designer_collection,TrendyRetail,v1.0,watch,15643,10838,2025-10-14 17:21:03,0
step_5385,508,29,0,5,designer_collection,GlobalFactory,v3.0,ok,6855,3672,2025-10-14 13:26:50,0
step_5386,1287,890,1,6,retail_storefront,TrendyRetail,v1.0,ok,10929,8692,2025-10-05 09:06:04,1
step_5387,173,230,3,3,designer_collection,LuxDesign,v2.0,watch,14922,11646,2025-09-22 09:42:20,0
step_5388,196,35,0,48,designer_collection,GlobalFactory,v2.0,breach,7176,6756,2025-09-16 05:11:40,1
step_5389,108,14,2,45,designer_collection,EcoWear,v2.0,watch,15278,10587,2025-09-21 19:09:18,0
step_5390,306,1875,0,22,designer_collection,EcoWear,v2.0,ok,17302,11977,2025-10-17 09:49:02,0
step_5391,559,203,2,1,production_forecast,GlobalFactory,v1.0,at_risk,11405,8898,2025-10-18 13:53:42,1
step_5392,537,415,2,45,designer_collection,TrendyRetail,v3.0,ok,13299,11218,2025-10-18 08:06:27,0
step_5393,555,2105,2,35,production_forecast,LuxDesign,v2.0,ok,8867,4067,2025-09-05 21:34:09,0
step_5394,186,441,0,0,sustainability_audit,TrendyRetail,v2.0,ok,14094,9623,2025-10-12 17:27:14,0
step_5395,877,57,0,19,production_forecast,EcoWear,v2.0,ok,11623,4700,2025-09-13 06:59:44,0
step_5396,591,561,0,26,production_forecast,EcoWear,v1.0,ok,5371,5227,2025-10-19 03:46:38,1
step_5397,835,64,0,0,production_forecast,AcmeFashion,v2.0,ok,13125,8135,2025-09-16 17:09:23,1
step_5398,132,69,0,0,production_forecast,AcmeFashion,v3.0,watch,9005,6925,2025-09-30 06:11:12,0
step_5399,621,1334,1,17,sustainability_audit,AcmeFashion,v3.0,ok,8991,4280,2025-10-17 18:59:36,0
step_5400,217,239,1,0,designer_collection,AcmeFashion,v2.0,at_risk,12694,8757,2025-09-06 05:30:20,0
step_5401,378,794,0,0,sustainability_audit,LuxDesign,v1.0,ok,10051,6252,2025-09-19 14:34:43,0
step_5402,726,497,0,0,designer_collection,TrendyRetail,v1.0,ok,12798,7800,2025-09-16 21:24:01,0
step_5403,532,176,0,45,designer_collection,AcmeFashion,v2.0,watch,13072,10597,2025-09-12 01:25:22,0
step_5404,275,510,0,36,production_forecast,TrendyRetail,v2.0,at_risk,13960,8423,2025-10-17 18:57:38,1
step_5405,502,50,0,16,designer_collection,EcoWear,v2.0,watch,8753,7913,2025-10-05 03:40:33,0
step_5406,171,298,1,18,production_forecast,AcmeFashion,v3.0,ok,12179,10878,2025-09-19 07:32:15,0
step_5407,1118,517,0,31,retail_storefront,GlobalFactory,v1.0,at_risk,10333,6450,2025-09-03 05:46:39,0
step_5408,433,181,0,18,production_forecast,AcmeFashion,v2.0,watch,10502,9892,2025-09-09 06:49:24,1
step_5409,1093,755,1,0,designer_collection,EcoWear,v1.0,at_risk,8979,7658,2025-10-12 16:57:01,1
step_5410,345,37,0,34,designer_collection,AcmeFashion,v2.0,at_risk,12951,12467,2025-10-16 19:34:26,0
step_5411,346,464,0,0,designer_collection,EcoWear,v1.0,ok,9714,9500,2025-10-19 05:01:17,1
step_5412,292,878,1,18,sustainability_audit,GlobalFactory,v2.0,ok,6625,4925,2025-09-11 11:14:10,0
step_5413,923,393,0,42,retail_storefront,AcmeFashion,v2.0,watch,9612,8324,2025-09-01 14:19:23,1
step_5414,304,1453,1,0,sustainability_audit,LuxDesign,v2.0,breach,11185,7482,2025-09-12 16:22:25,0
step_5415,785,700,0,32,retail_storefront,GlobalFactory,v1.0,at_risk,8557,8010,2025-09-04 08:52:00,1
step_5416,382,2227,0,0,production_forecast,TrendyRetail,v2.0,ok,6919,3123,2025-09-16 14:35:08,0
step_5417,125,233,1,50,retail_storefront,AcmeFashion,v2.0,ok,9948,6315,2025-09-01 09:49:58,0
step_5418,335,1955,0,31,production_forecast,TrendyRetail,v2.0,at_risk,13638,8513,2025-09-12 22:02:13,0
step_5419,219,653,0,49,production_forecast,GlobalFactory,v3.0,ok,9412,6034,2025-09-08 20:43:14,0
step_5420,512,957,1,30,designer_collection,LuxDesign,v1.0,watch,8716,5607,2025-09-01 05:33:10,0
step_5421,217,1627,0,3,production_forecast,EcoWear,v3.0,at_risk,7476,5232,2025-09-07 01:59:34,0
step_5422,956,560,0,46,production_forecast,EcoWear,v2.0,ok,9431,7587,2025-09-19 16:58:49,0
step_5423,469,1387,0,27,production_forecast,EcoWear,v2.0,watch,11056,7929,2025-09-03 10:56:33,1
step_5424,441,546,1,24,designer_collection,GlobalFactory,v1.0,ok,10870,8296,2025-10-06 09:03:27,0
step_5425,791,640,0,15,retail_storefront,TrendyRetail,v2.0,watch,10506,5883,2025-10-04 10:16:41,1
step_5426,981,412,0,6,designer_collection,AcmeFashion,v3.0,at_risk,12258,7605,2025-09-22 08:22:11,1
step_5427,493,110,1,21,retail_storefront,AcmeFashion,v1.0,ok,11997,7736,2025-10-06 20:03:40,0
step_5428,4274,564,1,11,retail_storefront,GlobalFactory,v1.0,breach,9726,6657,2025-09-02 12:25:49,1
step_5429,144,2654,1,41,production_forecast,LuxDesign,v2.0,ok,12361,10518,2025-09-17 22:20:53,1
step_5430,309,1083,0,0,designer_collection,TrendyRetail,v2.0,ok,12098,8576,2025-09-27 22:12:20,0
step_5431,4372,963,1,21,production_forecast,TrendyRetail,v1.0,watch,11398,6867,2025-09-22 08:36:06,0
step_5432,538,721,1,40,designer_collection,LuxDesign,v2.0,ok,12409,9607,2025-10-02 13:02:59,0
step_5433,392,299,1,0,designer_collection,TrendyRetail,v1.0,ok,9540,6792,2025-09-07 01:48:53,0
step_5434,809,130,0,6,production_forecast,TrendyRetail,v2.0,ok,10813,7210,2025-09-25 14:59:19,0
step_5435,4734,178,0,0,production_forecast,LuxDesign,v1.0,ok,9609,8792,2025-10-09 17:00:27,1
step_5436,480,4,0,25,designer_collection,AcmeFashion,v3.0,at_risk,9999,8177,2025-09-29 17:11:30,1
step_5437,1145,783,0,8,designer_collection,GlobalFactory,v2.0,ok,12948,8981,2025-10-17 20:18:44,0
step_5438,635,1169,0,48,production_forecast,TrendyRetail,v3.0,watch,12083,8280,2025-10-05 11:21:58,1
step_5439,479,219,1,27,production_forecast,TrendyRetail,v3.0,ok,9613,6257,2025-09-25 15:45:48,0
step_5440,328,67,1,23,designer_collection,AcmeFashion,v3.0,ok,13672,7500,2025-09-28 12:10:51,0
step_5441,320,286,0,45,designer_collection,GlobalFactory,v1.0,ok,10924,7222,2025-09-08 20:01:08,0
step_5442,275,241,1,2,designer_collection,GlobalFactory,v2.0,ok,14149,9913,2025-09-27 16:49:04,0
step_5443,342,419,0,23,sustainability_audit,LuxDesign,v2.0,watch,14378,8077,2025-09-25 18:10:39,0
step_5444,4681,214,1,22,production_forecast,LuxDesign,v2.0,ok,12052,6784,2025-09-28 14:38:59,0
step_5445,428,290,2,0,sustainability_audit,GlobalFactory,v1.0,ok,9780,10336,2025-09-20 23:26:57,0
step_5446,194,1666,1,46,production_forecast,TrendyRetail,v1.0,watch,9488,9078,2025-10-03 10:36:33,1
step_5447,1723,285,1,32,sustainability_audit,EcoWear,v2.0,ok,10405,6181,2025-10-01 10:00:50,0
step_5448,625,1077,1,44,production_forecast,AcmeFashion,v2.0,ok,8848,5088,2025-10-07 19:02:05,0
step_5449,186,688,0,49,production_forecast,LuxDesign,v2.0,breach,10476,8149,2025-10-01 16:35:33,0
step_5450,366,288,3,18,production_forecast,TrendyRetail,v2.0,ok,9029,5697,2025-10-04 18:39:32,0
step_5451,540,1191,0,38,designer_collection,GlobalFactory,v3.0,watch,14017,9941,2025-09-11 07:14:10,1
step_5452,1648,632,1,24,designer_collection,GlobalFactory,v1.0,watch,10727,7440,2025-09-26 16:04:23,0
step_5453,230,6,3,49,designer_collection,LuxDesign,v1.0,ok,11923,7604,2025-09-19 17:07:40,0
step_5454,990,49,1,3,production_forecast,AcmeFashion,v3.0,ok,7211,2803,2025-09-17 16:43:05,0
step_5455,1331,977,1,0,production_forecast,AcmeFashion,v3.0,ok,10246,5929,2025-10-16 17:22:10,0
step_5456,321,414,0,0,production_forecast,AcmeFashion,v1.0,ok,10186,6544,2025-09-23 08:21:01,0
step_5457,411,364,1,0,retail_storefront,AcmeFashion,v1.0,breach,8163,4759,2025-10-06 19:17:10,0
step_5458,242,110,1,15,retail_storefront,GlobalFactory,v3.0,ok,9412,4707,2025-09-09 21:41:40,1
step_5459,433,119,2,0,sustainability_audit,LuxDesign,v1.0,ok,5022,6011,2025-10-04 06:29:50,1
step_5460,487,1118,0,2,production_forecast,TrendyRetail,v1.0,ok,8462,6668,2025-09-13 14:57:01,1
step_5461,793,1236,2,0,designer_collection,EcoWear,v1.0,watch,7989,5262,2025-09-23 12:13:29,0
step_5462,1072,574,0,18,designer_collection,AcmeFashion,v1.0,at_risk,13825,10636,2025-09-19 14:31:17,0
step_5463,296,244,0,5,designer_collection,GlobalFactory,v3.0,watch,11935,7962,2025-09-22 07:06:36,0
step_5464,126,1889,0,17,designer_collection,LuxDesign,v2.0,ok,5824,7628,2025-09-07 14:27:58,1
step_5465,492,684,0,0,designer_collection,GlobalFactory,v1.0,watch,14380,14417,2025-10-15 20:21:22,1
step_5466,614,1114,0,20,designer_collection,LuxDesign,v3.0,watch,13022,11657,2025-09-09 00:15:11,1
step_5467,595,2,1,0,production_forecast,EcoWear,v2.0,breach,10763,9035,2025-09-11 15:16:18,0
step_5468,397,418,0,0,production_forecast,TrendyRetail,v2.0,ok,11749,7656,2025-09-10 14:07:58,0
step_5469,545,1433,0,7,production_forecast,AcmeFashion,v2.0,ok,10715,4609,2025-10-16 15:22:12,0
step_5470,1444,288,0,43,designer_collection,EcoWear,v2.0,ok,11150,9805,2025-09-28 06:26:10,1
step_5471,653,907,0,37,designer_collection,LuxDesign,v3.0,watch,12197,7794,2025-10-07 23:21:52,0
step_5472,385,750,1,48,production_forecast,AcmeFashion,v2.0,at_risk,11127,7825,2025-09-29 16:12:38,0
step_5473,352,115,1,17,designer_collection,AcmeFashion,v2.0,watch,10040,7665,2025-09-14 14:31:15,0
step_5474,443,1043,1,8,retail_storefront,EcoWear,v2.0,watch,11487,8925,2025-10-14 05:48:24,0
step_5475,1572,83,0,49,sustainability_audit,EcoWear,v3.0,ok,8410,6416,2025-10-05 17:33:10,1
step_5476,439,911,1,12,production_forecast,TrendyRetail,v2.0,ok,10333,6070,2025-10-14 13:15:25,0
step_5477,493,3294,0,0,retail_storefront,TrendyRetail,v2.0,ok,11696,7949,2025-09-14 02:09:01,1
step_5478,356,2218,1,39,production_forecast,TrendyRetail,v1.0,ok,13386,8898,2025-09-18 13:44:17,0
step_5479,1079,1127,1,0,production_forecast,GlobalFactory,v2.0,watch,13076,10766,2025-09-07 20:35:22,0
step_5480,1971,535,0,33,production_forecast,AcmeFashion,v2.0,at_risk,7273,4597,2025-10-16 15:57:18,0
step_5481,685,786,0,0,retail_storefront,EcoWear,v2.0,ok,9624,6331,2025-09-16 19:15:35,0
step_5482,529,911,0,0,retail_storefront,TrendyRetail,v1.0,ok,7680,5516,2025-10-14 14:12:42,0
step_5483,513,5,0,18,retail_storefront,LuxDesign,v2.0,ok,7907,5090,2025-09-20 09:35:15,0
step_5484,100,75,1,0,production_forecast,LuxDesign,v2.0,at_risk,9591,6704,2025-09-28 22:52:00,0
step_5485,842,636,2,44,production_forecast,AcmeFashion,v2.0,breach,10362,5656,2025-10-05 09:30:41,0
step_5486,549,4,0,35,production_forecast,EcoWear,v1.0,ok,9776,5151,2025-09-27 08:24:07,1
step_5487,674,1677,0,9,designer_collection,LuxDesign,v1.0,ok,5660,3091,2025-10-19 03:34:03,0
step_5488,303,470,0,25,designer_collection,EcoWear,v2.0,watch,12614,9321,2025-09-02 10:08:34,1
step_5489,4725,208,2,33,designer_collection,GlobalFactory,v1.0,ok,11777,6915,2025-09-17 08:50:06,1
step_5490,374,350,0,35,production_forecast,LuxDesign,v2.0,at_risk,13710,9988,2025-09-23 22:38:59,0
step_5491,1022,1331,1,13,sustainability_audit,EcoWear,v2.0,at_risk,9822,8327,2025-09-05 17:59:00,1
step_5492,383,1833,2,44,sustainability_audit,TrendyRetail,v1.0,ok,6220,2127,2025-09-07 20:10:28,0
step_5493,2148,86,0,47,production_forecast,TrendyRetail,v1.0,ok,8002,4174,2025-09-06 00:18:46,1
step_5494,676,1053,2,0,designer_collection,EcoWear,v3.0,ok,7920,3493,2025-10-14 21:20:55,1
step_5495,204,604,1,45,retail_storefront,AcmeFashion,v2.0,watch,9460,4517,2025-10-09 19:11:16,0
step_5496,456,616,0,33,retail_storefront,LuxDesign,v2.0,breach,13169,5773,2025-09-24 07:53:21,0
step_5497,316,1058,0,44,designer_collection,LuxDesign,v2.0,ok,13198,9514,2025-09-08 06:35:15,0
step_5498,107,176,0,15,retail_storefront,GlobalFactory,v3.0,ok,10280,5849,2025-09-23 16:26:35,0
step_5499,1531,530,0,29,production_forecast,EcoWear,v1.0,at_risk,8585,6303,2025-10-14 14:02:52,0
step_5500,817,269,0,3,retail_storefront,TrendyRetail,v3.0,watch,10855,9025,2025-09-17 01:59:19,0
step_5501,726,69,0,35,designer_collection,AcmeFashion,v3.0,ok,11300,6461,2025-09-21 13:34:35,0
step_5502,561,77,0,24,retail_storefront,LuxDesign,v1.0,ok,10531,8531,2025-10-04 11:27:56,0
step_5503,190,102,0,18,retail_storefront,AcmeFashion,v2.0,ok,11026,9417,2025-09-15 22:35:39,0
step_5504,356,667,2,31,designer_collection,AcmeFashion,v1.0,ok,10876,6609,2025-10-12 18:14:10,1
step_5505,901,78,1,23,production_forecast,LuxDesign,v2.0,at_risk,11620,5165,2025-09-29 06:11:05,0
step_5506,239,590,1,36,retail_storefront,AcmeFashion,v1.0,ok,13693,7773,2025-10-12 16:50:27,1
step_5507,100,621,0,42,designer_collection,EcoWear,v2.0,watch,15026,14191,2025-10-01 23:11:15,1
step_5508,426,1639,2,38,production_forecast,LuxDesign,v1.0,watch,12999,8720,2025-09-01 12:09:52,0
step_5509,452,689,3,7,designer_collection,TrendyRetail,v1.0,ok,17713,13923,2025-09-24 12:33:51,0
step_5510,549,2967,2,49,production_forecast,AcmeFashion,v1.0,ok,15306,10741,2025-09-07 23:21:43,0
step_5511,832,22,0,29,production_forecast,GlobalFactory,v2.0,ok,14347,7412,2025-09-16 01:36:26,0
step_5512,781,852,0,8,production_forecast,LuxDesign,v2.0,ok,8704,6850,2025-09-25 00:00:41,1
step_5513,599,18,0,0,designer_collection,TrendyRetail,v1.0,at_risk,9150,5474,2025-09-25 19:46:03,0
step_5514,4902,914,0,50,designer_collection,TrendyRetail,v2.0,ok,8960,9221,2025-10-11 20:56:41,1
step_5515,172,341,0,25,production_forecast,AcmeFashion,v1.0,ok,12880,7901,2025-09-11 07:22:16,1
step_5516,711,661,0,2,designer_collection,LuxDesign,v2.0,ok,13810,12218,2025-09-25 06:18:12,0
step_5517,775,259,2,19,production_forecast,TrendyRetail,v2.0,ok,12001,10924,2025-10-04 14:38:58,0
step_5518,209,121,1,13,production_forecast,TrendyRetail,v3.0,breach,8663,3897,2025-09-05 07:14:26,0
step_5519,174,899,0,47,retail_storefront,TrendyRetail,v2.0,ok,11929,9387,2025-09-28 10:23:13,0
step_5520,296,1644,1,19,designer_collection,EcoWear,v3.0,watch,11288,7366,2025-10-06 18:12:26,0
step_5521,314,141,0,18,retail_storefront,GlobalFactory,v3.0,ok,9574,8447,2025-09-18 16:48:11,0
step_5522,847,1774,0,38,designer_collection,LuxDesign,v1.0,breach,13717,10209,2025-09-11 06:03:12,0
step_5523,325,105,0,12,production_forecast,AcmeFashion,v1.0,ok,10637,7725,2025-09-29 13:39:18,0
step_5524,274,931,1,0,designer_collection,AcmeFashion,v2.0,ok,11778,7605,2025-09-30 00:27:36,0
step_5525,325,2243,1,36,production_forecast,AcmeFashion,v2.0,ok,7873,6390,2025-09-28 05:08:01,1
step_5526,1094,111,3,45,retail_storefront,AcmeFashion,v2.0,ok,6969,2761,2025-10-01 23:53:25,0
step_5527,504,399,0,0,designer_collection,TrendyRetail,v2.0,breach,14458,11538,2025-10-07 18:57:48,1
step_5528,441,288,1,42,retail_storefront,AcmeFashion,v1.0,ok,10644,8708,2025-10-08 23:01:51,1
step_5529,462,344,2,15,production_forecast,GlobalFactory,v2.0,watch,8974,7050,2025-09-09 09:38:54,0
step_5530,1235,979,1,6,retail_storefront,LuxDesign,v2.0,ok,10696,6073,2025-09-14 20:55:49,0
step_5531,295,757,0,0,sustainability_audit,LuxDesign,v2.0,ok,10052,5584,2025-09-23 22:51:19,0
step_5532,1255,2424,1,1,designer_collection,GlobalFactory,v2.0,ok,9067,5358,2025-09-24 17:56:11,0
step_5533,579,143,1,9,production_forecast,GlobalFactory,v3.0,breach,10758,6173,2025-10-16 00:44:48,0
step_5534,446,548,2,0,designer_collection,GlobalFactory,v2.0,ok,12648,9308,2025-10-02 09:16:13,0
step_5535,2879,417,2,0,designer_collection,LuxDesign,v3.0,ok,7959,4801,2025-10-14 19:15:30,1
step_5536,4259,1758,0,34,production_forecast,AcmeFashion,v2.0,ok,12956,8495,2025-10-17 18:15:04,1
step_5537,390,7,2,31,designer_collection,TrendyRetail,v3.0,ok,12503,8050,2025-10-08 11:36:28,1
step_5538,211,3167,2,36,production_forecast,AcmeFashion,v2.0,watch,14745,8575,2025-09-28 09:11:54,1
step_5539,973,457,1,0,production_forecast,EcoWear,v2.0,ok,13795,8845,2025-09-27 13:35:17,0
step_5540,1631,687,0,0,production_forecast,EcoWear,v2.0,at_risk,14549,11841,2025-10-02 12:31:45,1
step_5541,1609,312,2,17,production_forecast,GlobalFactory,v1.0,ok,9449,7865,2025-09-10 08:10:44,1
step_5542,1177,1339,0,9,retail_storefront,AcmeFashion,v1.0,watch,11184,8559,2025-09-06 02:33:03,0
step_5543,435,577,1,37,retail_storefront,EcoWear,v2.0,at_risk,10146,9343,2025-10-14 11:04:58,0
step_5544,387,760,0,22,production_forecast,AcmeFashion,v3.0,at_risk,14400,9281,2025-10-03 01:17:56,1
step_5545,155,732,0,46,designer_collection,GlobalFactory,v3.0,ok,15286,10181,2025-09-17 16:34:46,0
step_5546,2079,316,2,0,production_forecast,GlobalFactory,v1.0,at_risk,14703,11792,2025-10-06 04:34:50,0
step_5547,694,55,2,11,designer_collection,TrendyRetail,v3.0,ok,11420,7947,2025-10-18 07:42:55,0
step_5548,354,1154,0,13,designer_collection,TrendyRetail,v2.0,watch,9051,4962,2025-10-10 19:52:57,1
step_5549,1266,239,1,0,production_forecast,GlobalFactory,v1.0,ok,9022,4531,2025-10-04 22:37:15,0
step_5550,253,1323,1,24,designer_collection,TrendyRetail,v3.0,ok,13000,7713,2025-09-29 21:12:01,0
step_5551,664,656,1,0,production_forecast,TrendyRetail,v3.0,ok,8314,7735,2025-09-23 14:38:22,1
step_5552,443,305,1,33,retail_storefront,TrendyRetail,v3.0,at_risk,10420,7610,2025-09-29 22:57:21,0
step_5553,781,631,1,0,sustainability_audit,LuxDesign,v2.0,ok,9595,7185,2025-09-06 04:31:23,0
step_5554,478,725,0,43,sustainability_audit,AcmeFashion,v1.0,watch,5437,3878,2025-10-10 00:08:30,0
step_5555,181,858,1,0,designer_collection,TrendyRetail,v1.0,ok,12620,7783,2025-09-27 19:36:52,0
step_5556,527,1209,1,17,designer_collection,AcmeFashion,v3.0,ok,13632,5591,2025-09-07 07:12:30,0
step_5557,1041,121,1,0,designer_collection,EcoWear,v1.0,at_risk,14891,7955,2025-10-04 09:11:11,0
step_5558,489,2019,0,0,production_forecast,EcoWear,v2.0,watch,9801,8711,2025-10-18 12:25:56,1
step_5559,860,370,0,33,designer_collection,EcoWear,v2.0,watch,9475,7771,2025-10-12 12:14:00,0
step_5560,240,1378,3,36,sustainability_audit,TrendyRetail,v3.0,ok,9220,8867,2025-10-13 18:09:59,1
step_5561,490,174,2,34,designer_collection,AcmeFashion,v2.0,ok,9105,6766,2025-10-13 16:40:47,1
step_5562,322,20,1,13,designer_collection,TrendyRetail,v2.0,at_risk,13315,10372,2025-09-14 17:06:06,0
step_5563,843,596,1,50,retail_storefront,AcmeFashion,v2.0,watch,10221,5230,2025-09-25 17:36:25,1
step_5564,511,274,0,9,sustainability_audit,GlobalFactory,v2.0,ok,7604,2939,2025-10-04 15:51:58,0
step_5565,810,2915,0,3,production_forecast,LuxDesign,v2.0,at_risk,10068,8656,2025-09-22 03:38:56,1
step_5566,1070,77,0,50,production_forecast,GlobalFactory,v1.0,ok,14434,10537,2025-09-27 09:36:01,0
step_5567,811,33,4,49,production_forecast,TrendyRetail,v3.0,ok,10864,7608,2025-10-06 17:46:01,0
step_5568,605,32,0,25,production_forecast,GlobalFactory,v1.0,ok,9404,5830,2025-10-10 21:19:23,0
step_5569,248,171,0,1,designer_collection,AcmeFashion,v1.0,ok,10735,10227,2025-10-12 02:20:47,0
step_5570,499,605,0,3,retail_storefront,TrendyRetail,v1.0,at_risk,10349,5978,2025-09-03 01:54:22,0
step_5571,344,493,0,21,production_forecast,AcmeFashion,v1.0,watch,15008,12754,2025-09-30 09:44:27,0
step_5572,392,301,0,37,production_forecast,LuxDesign,v3.0,ok,8689,6119,2025-09-25 21:26:51,0
step_5573,384,65,1,0,designer_collection,EcoWear,v2.0,watch,15428,7789,2025-09-28 01:59:39,1
step_5574,4374,186,0,31,designer_collection,LuxDesign,v1.0,ok,11259,8814,2025-09-10 18:23:52,1
step_5575,127,142,1,0,production_forecast,LuxDesign,v1.0,at_risk,13830,9575,2025-09-24 11:07:56,0
step_5576,313,958,0,41,production_forecast,EcoWear,v2.0,ok,8457,5271,2025-10-15 06:20:17,0
step_5577,572,1059,0,21,production_forecast,EcoWear,v2.0,ok,14414,10255,2025-09-24 17:49:00,0
step_5578,194,1050,1,50,retail_storefront,TrendyRetail,v1.0,at_risk,13561,5616,2025-09-02 10:33:07,0
step_5579,505,2432,1,35,retail_storefront,GlobalFactory,v2.0,ok,13729,9900,2025-10-08 18:47:16,0
step_5580,1890,1509,0,19,designer_collection,LuxDesign,v2.0,at_risk,11990,8540,2025-09-06 10:14:44,0
step_5581,1023,482,0,0,retail_storefront,GlobalFactory,v2.0,ok,10005,9787,2025-09-20 16:08:29,1
step_5582,1579,375,0,22,production_forecast,EcoWear,v1.0,ok,9374,10064,2025-10-13 02:04:14,1
step_5583,657,1731,2,0,retail_storefront,EcoWear,v2.0,ok,8047,5213,2025-09-20 22:22:46,0
step_5584,1132,661,1,45,retail_storefront,TrendyRetail,v2.0,at_risk,11799,9739,2025-09-11 02:01:18,1
step_5585,301,244,0,2,designer_collection,EcoWear,v3.0,breach,12037,10441,2025-10-08 11:20:25,0
step_5586,318,581,0,42,designer_collection,GlobalFactory,v1.0,ok,13152,9350,2025-09-29 12:23:10,0
step_5587,100,3393,1,7,production_forecast,EcoWear,v2.0,at_risk,11935,8726,2025-09-22 16:07:11,1
step_5588,1147,1325,1,2,designer_collection,LuxDesign,v1.0,watch,8896,5664,2025-09-04 15:27:29,1
step_5589,1469,231,0,7,designer_collection,TrendyRetail,v1.0,ok,9079,4390,2025-10-10 18:08:32,1
step_5590,339,2139,0,32,designer_collection,AcmeFashion,v2.0,ok,13886,11387,2025-10-11 20:55:13,0
step_5591,418,2791,0,21,sustainability_audit,EcoWear,v2.0,ok,10863,6136,2025-09-22 17:35:08,0
step_5592,294,184,2,0,designer_collection,GlobalFactory,v2.0,watch,11713,7814,2025-09-08 14:22:50,1
step_5593,653,1581,1,0,retail_storefront,TrendyRetail,v3.0,ok,10797,9139,2025-09-19 07:38:01,1
step_5594,1098,1503,2,12,sustainability_audit,AcmeFashion,v2.0,ok,12899,6955,2025-09-14 17:23:36,0
step_5595,147,28,1,9,sustainability_audit,EcoWear,v1.0,breach,11846,7843,2025-09-05 03:56:25,0
step_5596,665,775,0,41,production_forecast,EcoWear,v2.0,watch,11579,10241,2025-10-17 12:09:50,1
step_5597,411,254,1,24,production_forecast,EcoWear,v2.0,watch,11984,6260,2025-09-10 23:20:19,0
step_5598,541,785,0,0,designer_collection,LuxDesign,v2.0,watch,15538,10223,2025-09-12 19:36:29,0
step_5599,689,1713,0,0,retail_storefront,GlobalFactory,v1.0,watch,9177,4504,2025-09-01 10:00:20,1
step_5600,438,483,1,0,designer_collection,LuxDesign,v1.0,ok,12552,10254,2025-10-08 13:57:45,0
step_5601,465,374,0,32,designer_collection,EcoWear,v2.0,ok,11942,11269,2025-09-06 05:33:04,1
step_5602,430,1781,0,41,designer_collection,EcoWear,v2.0,at_risk,10475,9140,2025-09-11 19:41:38,1
step_5603,986,2557,0,37,designer_collection,EcoWear,v2.0,breach,11518,8612,2025-10-01 03:33:35,1
step_5604,670,44,1,37,retail_storefront,TrendyRetail,v1.0,at_risk,7965,5296,2025-10-13 22:01:47,0
step_5605,583,1793,1,4,designer_collection,GlobalFactory,v1.0,breach,14550,11346,2025-09-09 04:02:43,0
step_5606,205,60,0,50,designer_collection,LuxDesign,v3.0,ok,10953,8648,2025-10-11 07:29:32,0
step_5607,383,287,0,0,designer_collection,AcmeFashion,v2.0,ok,12508,6872,2025-09-13 12:34:12,0
step_5608,937,1006,1,39,retail_storefront,AcmeFashion,v2.0,at_risk,12092,6807,2025-09-19 21:58:16,0
step_5609,513,1050,4,0,retail_storefront,AcmeFashion,v3.0,ok,12760,6588,2025-09-10 18:02:04,0
step_5610,4113,905,0,5,production_forecast,EcoWear,v1.0,at_risk,11130,8154,2025-09-12 06:55:39,1
step_5611,1721,27,1,19,production_forecast,LuxDesign,v2.0,at_risk,10790,7141,2025-09-06 18:56:37,0
step_5612,1034,99,0,0,designer_collection,AcmeFashion,v1.0,ok,13691,10491,2025-09-07 02:45:12,0
step_5613,533,1926,0,13,designer_collection,AcmeFashion,v1.0,at_risk,12989,10940,2025-09-28 23:13:46,1
step_5614,349,59,0,10,sustainability_audit,GlobalFactory,v2.0,watch,7710,5911,2025-09-27 13:16:07,0
step_5615,100,57,0,28,designer_collection,LuxDesign,v1.0,ok,15952,11035,2025-09-12 02:10:30,0
step_5616,444,1264,0,33,retail_storefront,AcmeFashion,v2.0,at_risk,10475,9263,2025-09-11 12:34:46,1
step_5617,397,717,0,0,designer_collection,AcmeFashion,v2.0,ok,13961,7481,2025-10-10 12:02:19,0
step_5618,4665,303,0,0,designer_collection,AcmeFashion,v2.0,ok,12851,9089,2025-09-04 17:04:16,1
step_5619,448,126,1,36,retail_storefront,LuxDesign,v3.0,breach,11027,7397,2025-09-23 11:30:39,0
step_5620,399,1508,3,21,production_forecast,AcmeFashion,v2.0,watch,10637,7213,2025-10-02 05:44:37,1
step_5621,143,3128,1,21,retail_storefront,LuxDesign,v2.0,ok,11393,7191,2025-09-19 23:36:33,0
step_5622,258,35,1,49,designer_collection,TrendyRetail,v2.0,at_risk,13626,11493,2025-10-06 22:33:21,0
step_5623,698,565,1,15,production_forecast,GlobalFactory,v1.0,at_risk,12875,6400,2025-10-16 15:01:28,0
step_5624,1661,212,1,0,retail_storefront,TrendyRetail,v1.0,ok,7263,6096,2025-10-04 17:01:09,1
step_5625,467,1250,0,31,retail_storefront,TrendyRetail,v2.0,ok,7564,3784,2025-10-10 16:20:51,0
step_5626,628,297,1,39,production_forecast,GlobalFactory,v1.0,ok,11270,4832,2025-09-29 13:55:57,1
step_5627,973,877,0,19,sustainability_audit,LuxDesign,v2.0,at_risk,9199,7102,2025-09-13 23:21:46,0
step_5628,283,542,0,31,production_forecast,TrendyRetail,v2.0,watch,13722,10382,2025-10-04 10:29:58,0
