id,task,tenant,status,mode,budget_json,policy_json,started_at,ended_at,cost_cents,latency_ms,reward
run_221,design_recommendation,tenant_b,failed,thorough,"{""max_latency_ms"": 1753, ""max_cost_cents"": 11}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-14 11:02:07.753934,2025-09-14 11:31:56.753934,3.7,838,0.4
run_222,personalized_outfit,tenant_b,succeeded,thorough,"{""max_latency_ms"": 2762, ""max_cost_cents"": 11}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-20 11:02:07.753934,2025-09-20 11:19:51.753934,5.97,1292,0.6
run_223,dynamic_pricing,tenant_b,succeeded,fast,"{""max_latency_ms"": 1551, ""max_cost_cents"": 7}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-10 11:02:07.753934,2025-09-10 11:31:58.753934,5.5,1044,0.68
run_224,dynamic_pricing,tenant_b,failed,fast,"{""max_latency_ms"": 2847, ""max_cost_cents"": 5}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-08 11:02:07.753934,2025-09-08 11:23:01.753934,9.51,1876,0.26
run_225,design_recommendation,tenant_c,succeeded,thorough,"{""max_latency_ms"": 2492, ""max_cost_cents"": 11}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-03 11:02:07.753934,2025-09-03 11:05:16.753934,2.42,1699,0.24
run_226,dynamic_pricing,tenant_c,succeeded,fast,"{""max_latency_ms"": 1485, ""max_cost_cents"": 6}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-08 11:02:07.753934,2025-09-08 11:17:40.753934,3.98,1194,0.78
run_227,personalized_outfit,tenant_c,succeeded,thorough,"{""max_latency_ms"": 2455, ""max_cost_cents"": 15}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-15 11:02:07.753934,2025-09-15 11:30:27.753934,6.4,792,0.66
run_228,design_recommendation,tenant_c,failed,thorough,"{""max_latency_ms"": 2072, ""max_cost_cents"": 10}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-25 11:02:07.753934,2025-09-25 11:03:59.753934,6.51,1159,0.4
run_229,design_recommendation,tenant_a,succeeded,fast,"{""max_latency_ms"": 2299, ""max_cost_cents"": 12}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-08 11:02:07.753934,2025-09-08 11:26:47.753934,8.25,1065,0.17
run_230,design_recommendation,tenant_b,succeeded,thorough,"{""max_latency_ms"": 1459, ""max_cost_cents"": 5}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-29 11:02:07.754929,2025-09-29 11:23:34.754929,3.75,719,0.6
run_231,dynamic_pricing,tenant_b,succeeded,thorough,"{""max_latency_ms"": 1075, ""max_cost_cents"": 5}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-15 11:02:07.754929,2025-09-15 11:10:33.754929,2.99,1547,0.68
run_232,design_recommendation,tenant_a,failed,fast,"{""max_latency_ms"": 1765, ""max_cost_cents"": 5}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-11 11:02:07.754929,2025-09-11 11:05:27.754929,3.41,1467,0.4
run_233,dynamic_pricing,tenant_d,failed,fast,"{""max_latency_ms"": 1178, ""max_cost_cents"": 15}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-03 11:02:07.754929,2025-09-03 11:32:29.754929,9.39,1983,0.0
run_234,personalized_outfit,tenant_a,failed,thorough,"{""max_latency_ms"": 2631, ""max_cost_cents"": 8}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-14 11:02:07.754929,2025-09-14 11:09:46.754929,6.59,1534,0.33
run_235,design_recommendation,tenant_d,succeeded,fast,"{""max_latency_ms"": 2374, ""max_cost_cents"": 12}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-03 11:02:07.754929,2025-09-03 11:05:02.754929,3.36,1008,0.45
run_236,personalized_outfit,tenant_a,succeeded,thorough,"{""max_latency_ms"": 1807, ""max_cost_cents"": 6}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-21 11:02:07.754929,2025-09-21 11:31:44.754929,4.52,1528,0.12
run_237,dynamic_pricing,tenant_d,failed,thorough,"{""max_latency_ms"": 1482, ""max_cost_cents"": 8}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-03 11:02:07.754929,2025-09-03 11:09:56.754929,8.71,2046,0.0
run_238,personalized_outfit,tenant_d,succeeded,thorough,"{""max_latency_ms"": 1088, ""max_cost_cents"": 12}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-04 11:02:07.754929,2025-09-04 11:30:35.754929,6.06,866,0.29
run_239,personalized_outfit,tenant_c,succeeded,fast,"{""max_latency_ms"": 1292, ""max_cost_cents"": 9}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-23 11:02:07.754929,2025-09-23 11:16:13.754929,2.62,2442,0.35
run_240,design_recommendation,tenant_d,succeeded,fast,"{""max_latency_ms"": 2177, ""max_cost_cents"": 12}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-22 11:02:07.754929,2025-09-22 11:13:42.754929,8.82,1315,0.0
run_241,design_recommendation,tenant_a,failed,thorough,"{""max_latency_ms"": 2062, ""max_cost_cents"": 8}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-21 11:02:07.755937,2025-09-21 11:15:41.755937,9.61,2038,0.08
run_242,design_recommendation,tenant_b,succeeded,thorough,"{""max_latency_ms"": 1699, ""max_cost_cents"": 8}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-14 11:02:07.755937,2025-09-14 11:11:48.755937,2.4,1327,0.52
run_243,personalized_outfit,tenant_c,succeeded,thorough,"{""max_latency_ms"": 1994, ""max_cost_cents"": 12}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-22 11:02:07.755937,2025-09-22 11:34:41.755937,4.34,1787,0.56
run_244,dynamic_pricing,tenant_a,succeeded,fast,"{""max_latency_ms"": 1283, ""max_cost_cents"": 12}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-26 11:02:07.755937,2025-09-26 11:24:42.755937,6.49,648,0.59
run_245,personalized_outfit,tenant_a,succeeded,thorough,"{""max_latency_ms"": 2834, ""max_cost_cents"": 12}","{""eco_min_score"": 0.4, ""culture_check"": false}",2025-09-14 11:02:07.755937,2025-09-14 11:07:46.755937,3.0,893,0.4
run_246,personalized_outfit,tenant_c,failed,thorough,"{""max_latency_ms"": 1715, ""max_cost_cents"": 6}","{""eco_min_score"": 0.4, ""culture_check"": false}",2025-09-15 11:02:07.755937,2025-09-15 11:27:27.755937,5.37,1702,0.0
run_247,design_recommendation,tenant_c,failed,thorough,"{""max_latency_ms"": 1306, ""max_cost_cents"": 7}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-04 11:02:07.757021,2025-09-04 11:11:37.757021,4.77,1529,0.4
run_248,dynamic_pricing,tenant_c,succeeded,thorough,"{""max_latency_ms"": 2209, ""max_cost_cents"": 6}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-26 11:02:07.757021,2025-09-26 11:12:33.757021,3.43,1879,0.37
run_249,dynamic_pricing,tenant_d,succeeded,fast,"{""max_latency_ms"": 2716, ""max_cost_cents"": 14}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-13 11:02:07.757021,2025-09-13 11:14:07.757021,8.87,1601,0.0
run_250,design_recommendation,tenant_d,failed,fast,"{""max_latency_ms"": 2578, ""max_cost_cents"": 5}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-12 11:02:07.757021,2025-09-12 11:21:48.757021,1.79,1336,0.4
run_251,design_recommendation,tenant_d,failed,fast,"{""max_latency_ms"": 2633, ""max_cost_cents"": 9}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-09 11:02:07.757021,2025-09-09 11:08:55.757021,9.88,1642,0.04
run_252,dynamic_pricing,tenant_c,failed,fast,"{""max_latency_ms"": 2047, ""max_cost_cents"": 10}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-14 11:02:07.757021,2025-09-14 11:22:51.757021,4.21,1001,0.3
run_253,dynamic_pricing,tenant_b,failed,fast,"{""max_latency_ms"": 1263, ""max_cost_cents"": 15}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-07 11:02:07.757582,2025-09-07 11:23:09.757582,2.9,2301,0.4
run_254,dynamic_pricing,tenant_a,succeeded,thorough,"{""max_latency_ms"": 2403, ""max_cost_cents"": 14}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-10-01 11:02:07.757582,2025-10-01 11:31:37.757582,2.14,950,0.8
run_255,personalized_outfit,tenant_b,failed,fast,"{""max_latency_ms"": 2065, ""max_cost_cents"": 5}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-04 11:02:07.757582,2025-09-04 11:06:23.757582,9.32,2201,0.24
run_256,dynamic_pricing,tenant_a,failed,fast,"{""max_latency_ms"": 2973, ""max_cost_cents"": 11}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-14 11:02:07.757582,2025-09-14 11:19:12.757582,3.11,1816,0.4
run_257,personalized_outfit,tenant_c,failed,fast,"{""max_latency_ms"": 2221, ""max_cost_cents"": 11}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-18 11:02:07.757582,2025-09-18 11:19:34.757582,3.33,1735,0.35
run_258,design_recommendation,tenant_d,failed,thorough,"{""max_latency_ms"": 1923, ""max_cost_cents"": 10}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-29 11:02:07.757923,2025-09-29 11:03:56.757923,2.17,2466,0.19
run_259,dynamic_pricing,tenant_d,succeeded,fast,"{""max_latency_ms"": 2044, ""max_cost_cents"": 9}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-23 11:02:07.757923,2025-09-23 11:07:50.757923,4.4,2169,0.09
run_260,design_recommendation,tenant_a,failed,fast,"{""max_latency_ms"": 2944, ""max_cost_cents"": 5}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-14 11:02:07.757923,2025-09-14 11:08:58.757923,2.5,2285,0.4
run_261,dynamic_pricing,tenant_c,succeeded,thorough,"{""max_latency_ms"": 2319, ""max_cost_cents"": 12}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-11 11:02:07.758122,2025-09-11 11:27:25.758122,9.86,2277,0.0
run_262,personalized_outfit,tenant_b,succeeded,thorough,"{""max_latency_ms"": 1834, ""max_cost_cents"": 15}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-28 11:02:07.758122,2025-09-28 11:22:48.758122,3.73,683,0.76
run_263,design_recommendation,tenant_d,succeeded,fast,"{""max_latency_ms"": 2266, ""max_cost_cents"": 10}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-20 11:02:07.758122,2025-09-20 11:29:39.758122,4.91,861,0.52
run_264,personalized_outfit,tenant_a,succeeded,thorough,"{""max_latency_ms"": 1572, ""max_cost_cents"": 14}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-07 11:02:07.758122,2025-09-07 11:05:17.758122,2.09,2214,0.13
run_265,design_recommendation,tenant_b,succeeded,fast,"{""max_latency_ms"": 1672, ""max_cost_cents"": 9}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-20 11:02:07.758122,2025-09-20 11:10:43.758122,3.95,1582,0.23
run_266,personalized_outfit,tenant_d,failed,fast,"{""max_latency_ms"": 1511, ""max_cost_cents"": 10}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-30 11:02:07.758122,2025-09-30 11:20:45.758122,5.23,1107,0.4
run_267,design_recommendation,tenant_b,succeeded,thorough,"{""max_latency_ms"": 1866, ""max_cost_cents"": 13}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-09 11:02:07.758122,2025-09-09 11:05:09.758122,7.16,1891,0.14
run_268,design_recommendation,tenant_d,succeeded,fast,"{""max_latency_ms"": 2939, ""max_cost_cents"": 11}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-25 11:02:07.758122,2025-09-25 11:35:27.758122,7.62,1447,0.56
run_269,design_recommendation,tenant_d,failed,fast,"{""max_latency_ms"": 2540, ""max_cost_cents"": 13}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-15 11:02:07.758122,2025-09-15 11:06:58.758122,5.36,1085,0.4
run_270,design_recommendation,tenant_c,succeeded,thorough,"{""max_latency_ms"": 2419, ""max_cost_cents"": 15}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-10 11:02:07.758122,2025-09-10 11:34:51.758122,9.31,1865,0.25
run_271,design_recommendation,tenant_a,succeeded,thorough,"{""max_latency_ms"": 2248, ""max_cost_cents"": 11}","{""eco_min_score"": 0.4, ""culture_check"": false}",2025-09-08 11:02:07.758122,2025-09-08 11:26:42.758122,7.68,1109,0.16
run_272,personalized_outfit,tenant_d,succeeded,fast,"{""max_latency_ms"": 2652, ""max_cost_cents"": 5}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-07 11:02:07.758928,2025-09-07 11:32:26.758928,8.82,1826,0.39
run_273,dynamic_pricing,tenant_b,failed,thorough,"{""max_latency_ms"": 1883, ""max_cost_cents"": 11}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-10 11:02:07.758928,2025-09-10 11:25:43.758928,6.48,1730,0.13
run_274,personalized_outfit,tenant_d,failed,fast,"{""max_latency_ms"": 1839, ""max_cost_cents"": 8}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-28 11:02:07.758928,2025-09-28 11:30:33.758928,1.33,2363,0.16
run_275,design_recommendation,tenant_d,failed,fast,"{""max_latency_ms"": 1199, ""max_cost_cents"": 13}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-28 11:02:07.758928,2025-09-28 11:11:13.758928,7.98,1675,0.0
run_276,personalized_outfit,tenant_d,failed,fast,"{""max_latency_ms"": 1454, ""max_cost_cents"": 11}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-02 11:02:07.758928,2025-09-02 11:20:10.758928,7.16,619,0.4
run_277,dynamic_pricing,tenant_d,succeeded,fast,"{""max_latency_ms"": 2469, ""max_cost_cents"": 8}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-30 11:02:07.758928,2025-09-30 11:32:10.758928,3.4,561,0.55
run_278,personalized_outfit,tenant_c,succeeded,fast,"{""max_latency_ms"": 1962, ""max_cost_cents"": 11}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-29 11:02:07.758928,2025-09-29 11:09:01.758928,6.97,2031,0.0
run_279,personalized_outfit,tenant_b,succeeded,fast,"{""max_latency_ms"": 1898, ""max_cost_cents"": 10}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-25 11:02:07.758928,2025-09-25 11:13:17.758928,9.14,1479,0.0
run_280,dynamic_pricing,tenant_a,failed,thorough,"{""max_latency_ms"": 2444, ""max_cost_cents"": 7}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-23 11:02:07.758928,2025-09-23 11:17:35.758928,1.34,984,0.4
run_281,personalized_outfit,tenant_d,succeeded,fast,"{""max_latency_ms"": 1104, ""max_cost_cents"": 6}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-27 11:02:07.758928,2025-09-27 11:13:07.758928,5.38,2299,0.5
run_282,personalized_outfit,tenant_b,failed,thorough,"{""max_latency_ms"": 1319, ""max_cost_cents"": 9}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-03 11:02:07.758928,2025-09-03 11:27:24.758928,1.23,684,0.4
run_283,dynamic_pricing,tenant_a,failed,thorough,"{""max_latency_ms"": 2619, ""max_cost_cents"": 8}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-21 11:02:07.758928,2025-09-21 11:08:55.758928,5.62,2445,0.04
run_284,dynamic_pricing,tenant_c,succeeded,thorough,"{""max_latency_ms"": 2284, ""max_cost_cents"": 12}","{""eco_min_score"": 0.4, ""culture_check"": false}",2025-09-25 11:02:07.758928,2025-09-25 11:29:24.758928,9.45,2466,0.0
run_285,personalized_outfit,tenant_b,succeeded,fast,"{""max_latency_ms"": 2136, ""max_cost_cents"": 10}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-24 11:02:07.758928,2025-09-24 11:17:37.758928,9.35,2454,0.0
run_286,personalized_outfit,tenant_d,failed,fast,"{""max_latency_ms"": 1788, ""max_cost_cents"": 10}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-06 11:02:07.759926,2025-09-06 11:26:16.759926,5.41,2385,0.0
run_287,design_recommendation,tenant_b,failed,thorough,"{""max_latency_ms"": 1016, ""max_cost_cents"": 7}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-10-01 11:02:07.760017,2025-10-01 11:08:05.760017,2.89,715,0.4
run_288,design_recommendation,tenant_d,succeeded,thorough,"{""max_latency_ms"": 1989, ""max_cost_cents"": 15}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-02 11:02:07.760017,2025-09-02 11:16:07.760017,6.07,979,0.6
run_289,dynamic_pricing,tenant_b,succeeded,fast,"{""max_latency_ms"": 1055, ""max_cost_cents"": 13}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-05 11:02:07.760017,2025-09-05 11:25:48.760017,3.15,2431,0.3
run_290,personalized_outfit,tenant_d,failed,fast,"{""max_latency_ms"": 1915, ""max_cost_cents"": 11}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-27 11:02:07.760017,2025-09-27 11:05:45.760017,8.05,1012,0.25
run_291,personalized_outfit,tenant_a,failed,fast,"{""max_latency_ms"": 2974, ""max_cost_cents"": 13}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-15 11:02:07.760017,2025-09-15 11:30:16.760017,5.32,2405,0.0
run_292,dynamic_pricing,tenant_b,failed,thorough,"{""max_latency_ms"": 1363, ""max_cost_cents"": 5}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-22 11:02:07.760017,2025-09-22 11:07:40.760017,1.42,915,0.4
run_293,personalized_outfit,tenant_c,succeeded,thorough,"{""max_latency_ms"": 2995, ""max_cost_cents"": 14}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-23 11:02:07.760017,2025-09-23 11:27:03.760017,4.43,737,0.71
run_294,personalized_outfit,tenant_d,succeeded,thorough,"{""max_latency_ms"": 1702, ""max_cost_cents"": 10}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-26 11:02:07.760017,2025-09-26 11:32:22.760017,3.68,697,0.66
run_295,personalized_outfit,tenant_c,failed,fast,"{""max_latency_ms"": 2442, ""max_cost_cents"": 5}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-20 11:02:07.760017,2025-09-20 11:09:58.760017,7.72,1980,0.0
run_296,personalized_outfit,tenant_c,succeeded,thorough,"{""max_latency_ms"": 2991, ""max_cost_cents"": 13}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-20 11:02:07.760017,2025-09-20 11:22:26.760017,1.91,645,0.56
run_297,dynamic_pricing,tenant_a,succeeded,thorough,"{""max_latency_ms"": 2308, ""max_cost_cents"": 12}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-24 11:02:07.760017,2025-09-24 11:10:05.760017,3.59,1598,0.59
run_298,design_recommendation,tenant_c,failed,thorough,"{""max_latency_ms"": 2344, ""max_cost_cents"": 5}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-06 11:02:07.760017,2025-09-06 11:19:34.760017,4.38,1288,0.4
run_299,personalized_outfit,tenant_c,failed,thorough,"{""max_latency_ms"": 2666, ""max_cost_cents"": 5}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-04 11:02:07.760017,2025-09-04 11:12:55.760017,3.35,2117,0.23
run_300,design_recommendation,tenant_c,failed,fast,"{""max_latency_ms"": 2093, ""max_cost_cents"": 12}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-15 11:02:07.760927,2025-09-15 11:14:57.760927,5.82,988,0.4
run_301,dynamic_pricing,tenant_a,succeeded,thorough,"{""max_latency_ms"": 2237, ""max_cost_cents"": 12}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-15 11:02:07.760927,2025-09-15 11:16:44.760927,9.25,1690,0.44
run_302,design_recommendation,tenant_c,failed,fast,"{""max_latency_ms"": 1451, ""max_cost_cents"": 11}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-11 11:02:07.760927,2025-09-11 11:23:49.760927,2.26,1335,0.4
run_303,design_recommendation,tenant_c,succeeded,thorough,"{""max_latency_ms"": 1823, ""max_cost_cents"": 6}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-16 11:02:07.760927,2025-09-16 11:08:26.760927,4.59,743,0.55
run_304,design_recommendation,tenant_d,failed,fast,"{""max_latency_ms"": 1530, ""max_cost_cents"": 11}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-13 11:02:07.760927,2025-09-13 11:15:47.760927,6.5,1792,0.34
run_305,design_recommendation,tenant_b,succeeded,thorough,"{""max_latency_ms"": 1689, ""max_cost_cents"": 11}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-21 11:02:07.760927,2025-09-21 11:04:33.760927,9.13,661,0.42
run_306,design_recommendation,tenant_d,succeeded,thorough,"{""max_latency_ms"": 2820, ""max_cost_cents"": 5}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-02 11:02:07.760927,2025-09-02 11:11:00.760927,6.82,697,0.55
run_307,design_recommendation,tenant_d,failed,fast,"{""max_latency_ms"": 2249, ""max_cost_cents"": 10}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-22 11:02:07.760927,2025-09-22 11:19:08.760927,5.31,1792,0.34
run_308,design_recommendation,tenant_b,succeeded,fast,"{""max_latency_ms"": 1915, ""max_cost_cents"": 10}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-22 11:02:07.760927,2025-09-22 11:17:07.760927,4.81,2419,0.0
run_309,personalized_outfit,tenant_c,succeeded,fast,"{""max_latency_ms"": 2638, ""max_cost_cents"": 13}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-25 11:02:07.760927,2025-09-25 11:25:04.760927,6.22,1485,0.2
run_310,personalized_outfit,tenant_b,succeeded,thorough,"{""max_latency_ms"": 1477, ""max_cost_cents"": 10}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-14 11:02:07.760927,2025-09-14 11:09:16.760927,4.28,1285,0.69
run_311,design_recommendation,tenant_b,failed,fast,"{""max_latency_ms"": 1738, ""max_cost_cents"": 12}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-13 11:02:07.760927,2025-09-13 11:09:59.760927,3.39,1957,0.4
run_312,personalized_outfit,tenant_c,succeeded,fast,"{""max_latency_ms"": 2086, ""max_cost_cents"": 5}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-22 11:02:07.760927,2025-09-22 11:04:33.760927,5.33,1814,0.34
run_313,design_recommendation,tenant_b,succeeded,thorough,"{""max_latency_ms"": 2158, ""max_cost_cents"": 6}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-22 11:02:07.760927,2025-09-22 11:04:38.760927,3.75,713,0.67
run_314,dynamic_pricing,tenant_b,succeeded,fast,"{""max_latency_ms"": 2430, ""max_cost_cents"": 10}","{""eco_min_score"": 0.4, ""culture_check"": false}",2025-09-24 11:02:07.760927,2025-09-24 11:28:36.760927,7.57,949,0.4
run_315,personalized_outfit,tenant_c,succeeded,fast,"{""max_latency_ms"": 1363, ""max_cost_cents"": 7}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-04 11:02:07.761928,2025-09-04 11:33:17.761928,1.2,639,0.78
run_316,dynamic_pricing,tenant_a,succeeded,fast,"{""max_latency_ms"": 2095, ""max_cost_cents"": 12}","{""eco_min_score"": 0.4, ""culture_check"": false}",2025-09-18 11:02:07.761928,2025-09-18 11:32:40.761928,9.63,2408,0.0
run_317,personalized_outfit,tenant_d,succeeded,fast,"{""max_latency_ms"": 2929, ""max_cost_cents"": 7}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-03 11:02:07.761928,2025-09-03 11:20:09.761928,2.44,1761,0.52
run_318,personalized_outfit,tenant_b,succeeded,fast,"{""max_latency_ms"": 2017, ""max_cost_cents"": 9}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-22 11:02:07.761928,2025-09-22 11:29:35.761928,8.98,1061,0.53
run_319,dynamic_pricing,tenant_a,failed,thorough,"{""max_latency_ms"": 1210, ""max_cost_cents"": 15}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-10-01 11:02:07.761928,2025-10-01 11:16:11.761928,5.14,622,0.31
run_320,dynamic_pricing,tenant_c,succeeded,fast,"{""max_latency_ms"": 2903, ""max_cost_cents"": 15}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-16 11:02:07.761928,2025-09-16 11:27:12.761928,6.05,1335,0.19
run_321,dynamic_pricing,tenant_c,succeeded,thorough,"{""max_latency_ms"": 1168, ""max_cost_cents"": 6}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-10-01 11:02:07.762343,2025-10-01 11:17:08.762343,8.77,2407,0.0
run_322,dynamic_pricing,tenant_c,succeeded,fast,"{""max_latency_ms"": 1962, ""max_cost_cents"": 8}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-05 11:02:07.762343,2025-09-05 11:07:30.762343,9.03,2473,0.0
run_323,dynamic_pricing,tenant_d,succeeded,thorough,"{""max_latency_ms"": 1916, ""max_cost_cents"": 14}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-14 11:02:07.762343,2025-09-14 11:07:21.762343,7.41,1671,0.12
run_324,personalized_outfit,tenant_b,succeeded,thorough,"{""max_latency_ms"": 1568, ""max_cost_cents"": 15}","{""eco_min_score"": 0.4, ""culture_check"": false}",2025-09-27 11:02:07.762343,2025-09-27 11:17:46.762343,8.02,1928,0.13
run_325,design_recommendation,tenant_b,failed,fast,"{""max_latency_ms"": 2705, ""max_cost_cents"": 11}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-02 11:02:07.762343,2025-09-02 11:33:46.762343,2.15,1713,0.4
run_326,design_recommendation,tenant_c,failed,fast,"{""max_latency_ms"": 2333, ""max_cost_cents"": 15}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-24 11:02:07.762343,2025-09-24 11:32:24.762343,7.5,1076,0.29
run_327,dynamic_pricing,tenant_d,failed,thorough,"{""max_latency_ms"": 2800, ""max_cost_cents"": 13}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-29 11:02:07.762343,2025-09-29 11:32:11.762343,1.83,2370,0.4
run_328,design_recommendation,tenant_d,failed,thorough,"{""max_latency_ms"": 2830, ""max_cost_cents"": 10}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-10-01 11:02:07.762343,2025-10-01 11:17:39.762343,1.57,2111,0.4
run_329,personalized_outfit,tenant_a,failed,fast,"{""max_latency_ms"": 1955, ""max_cost_cents"": 9}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-25 11:02:07.762927,2025-09-25 11:08:36.762927,8.08,2170,0.0
run_330,dynamic_pricing,tenant_c,succeeded,fast,"{""max_latency_ms"": 2848, ""max_cost_cents"": 12}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-06 11:02:07.762927,2025-09-06 11:23:51.762927,6.55,1199,0.31
run_331,design_recommendation,tenant_b,failed,fast,"{""max_latency_ms"": 1412, ""max_cost_cents"": 13}","{""eco_min_score"": 0.7, ""culture_check"": true}",2025-09-16 11:02:07.762927,2025-09-16 11:11:59.762927,8.88,2234,0.31
